Título;Provincia;Fecha publicación;Descripción;ProvinciaAlternativa;FuenteContenido;ID Localidad;Localidad;Latitud;Longitud;Código localidad;Identificador;actualizacion de metadatos;Enlace al contenido;Posicion
COCINEROS, EN GENERAL;Zamora;2026-09-15;"<p>Oferta Núm. 19507 COCINERO/A para Centro Residencial de Morales del Vino (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Preparación y cocinado de menus planificados, gestión de higiene y seguridad alimentaria de las materias primas, así como control del almacen.
CONDICIONES LABORALES: Contrato temporal de 6 meses ampliables. Jornada completa.
REQUISITOS: Titulación Superior en Dirección de Cocina, Técnico Grado Medio en Cocina y Gastronomía. Permiso de circulación.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394323'>Oficina Virtual</a></p>";;ECYL;1179469398892;Morales del Vino;41.446526;-5.730482;49;1285679029048;2026-09-15;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679029048/Empleo;41.446526, -5.730482
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Zamora;2026-09-15;<p>Oferta 19494 Gerocultor/a para residencia en Benavente. Contrato temporal prorrogable a indefinido. Interesados mandar mail a: orientacion@mejorabenavente.com</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394310'>Oficina Virtual</a></p>;;ECYL;1179469338450;Benavente;42.002884;-5.678469;49;1285679029489;2026-09-15;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679029489/Empleo;42.002884, -5.678469
TRABAJADORES SOCIALES;Zamora;2026-09-15;"<p>Oferta Núm. 19520 TRABAJADOR/A SOCIAL para Centro Residencial de Villalcampo (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención a residentes del Centro.
CONDICIONES LABORALES: Contrato indefinido. Jornada parcial de 20 horas semanales.
REQUISITOS: Diplomatura o Grado en Trabajo Social.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394336'>Oficina Virtual</a></p>";;ECYL;1179469483164;Villalcampo;41.52211;-6.045514;49;1285679070650;2026-09-15;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679070650/Empleo;41.52211, -6.045514
COCINEROS, EN GENERAL;Zamora;2026-09-15;"<p>Oferta Núm. 19498 COCINERO/A para Centro Residencial de Muga de Sayago (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Cocinar los platos, elaborar los menús diarios adaptados a las necesidades nutricionales y de salud de los mayores, garantizando las normas de higiene y seguridad alimentaria.
CONDICIONES LABORALES: Contrato indefinido a jornada completa.
REQUISITOS: Permiso de circulación.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394314'>Oficina Virtual</a></p>";;ECYL;1179469402432;Muga de Sayago;41.388268;-6.1991115;49;1285679029077;2026-09-15;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679029077/Empleo;41.388268, -6.1991115
CAMAREROS, EN GENERAL;Zamora;2026-09-15;"<p>Oferta Núm 19499 de AYUDANTE DE CAMARERO para empresa FONFRIA (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Propias de la ocupación.
CONDICIONES: Contrato indefinido a jornada completa.
REQUISITOS. Permiso de conducir.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394315'>Oficina Virtual</a></p>";;ECYL;1179469363785;Fonfría;41.640385;-6.138013;49;1285679029180;2026-09-15;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679029180/Empleo;41.640385, -6.138013
VETERINARIOS;Zamora;2026-09-15;"<p>Oferta N.16562 de 1 VETERINARIO para clínica de pequeños animales en Toro (Zamora)
Los interesados/as deben enviar su CV a (ecyltoro@jcyl.es), indicando en el asunto el N. de la oferta.
FUNCIONES: Las labores propias del puesto.
CONDICIONES: Contrato indefinido a jornada completa. Flexibilidad en función de la experiencia. El horario de la clínica es de 10 a 20 horas. Se uniría a un equipo formado por 3 veterinarios y 2 auxiliares clínicos.
REQUISITOS: Licenciatura/Grado en Veterinaria.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=391378'>Oficina Virtual</a></p>";;ECYL;1179469472195;Toro;41.52475;-5.394138;49;1285678963572;2026-09-15;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678963572/Empleo;41.52475, -5.394138
TRABAJADORES DE GANADO OVINO Y CAPRINO;Zamora;2026-09-15;"<p>Se necesitan 3 TRABAJADORES DE GANADO OVINO Y CAPRINO para VILLALOBOS (ZAMORA), con permiso de conducir.
Contrato indefinido a jornada completa.
Funciones:
Alimentación y nutrición: Mezclar piensos, forrajes, aditivos y medicamentos según las pautas establecidas y suministrarlos a los animales.
Ordeño: Realizar el ordeño de las cabras y ovejas de forma manual o mediante máquinas especializadas.
Manejo y reproducción: Vigilar el celo, colaborar en la cubrición o inseminación artificial y asistir en los partos y cuidado de las crías.
Cuidado sanitario: Vigilar el estado de salud del rebaño, administrar tratamientos recetados y colaborar con el servicio veterinario.
Pastoreo y movimiento: Sacar a pastar al ganado o trasladarlo entre los establos, corrales y vehículos de transporte.
Mantenimiento: Limpiar y desinfectar las naves, establos, bebederos, comederos y la maquinaria de la explotación.
Interesados llamar a Oficina de empleo del Ecyl de Benavente, pregurtar por oferta 08/2026/19432</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394248'>Oficina Virtual</a></p>";;ECYL;1179469483765;Villalobos;41.94659;-5.4764705;49;1285678903586;2026-09-15;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678903586/Empleo;41.94659, -5.4764705
Operario/a de Servicios Múltiples para Ayto. de Cubillos (Zamora);Zamora;2026-09-15;"<p><strong>Convoca:</strong> Ayuntamiento de Cubillos</p>
<p><strong>Cuerpo: </strong> OPERARIO/A DE SERVICIOS MULTIPLES</p>
<p><strong>Plazas:</strong> 1</p>
<p><strong>Acceso: </strong> Concurso-Oposición</p>
<p><strong>Titulación: </strong> Graduado en ESO, Graduado escolar, Formación Profesional de Grado básico o un equivalente</p>
<p><strong>Plazo:</strong> 6 de octubre de 2026</p>
<p><strong>Observaciones:</strong> Se requiere permiso de conducir clase B</p><p><strong>Información obtenida de: </strong>Empleo público. BOP Zamora 04/09/ 2026; BOCYL 03/09/2026; BOE 15/09/2026</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.boe.es/boe/dias/2026/09/15/pdfs/BOE-A-2026-19228.pdf' target='_blank'>Consulte anuncio en BOE 15/09/2026</a></li><li><a href='https://bocyl.jcyl.es/boletines/2026/09/03/pdf/BOCYL-D-03092026-171-17.pdf' target='_blank'>Consulte bases en BOCYL 03/09/2026</a></li></ul></p>";;Organismo oficial;1179469356777;Cubillos;41.573597;-5.739641;49;1285678977676;2026-09-15;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678977676/Empleo;41.573597, -5.739641
COCINEROS, EN GENERAL;Burgos;2026-09-14;<p>INCORPORACIÓN INMEDIATA DE COCINERO/A CON EXPERIENCIA EN COLECTIVIDAD, CONOCIMIENTO EN ELEBARORACIONES DE GUISOS, HORNO, PLANCHA...BUENAS PRÁCTICAS DE MANIPULACIÓN Y REGISTROS DE APPCC</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394235'>Oficina Virtual</a></p>;;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285678697944;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678697944/Empleo;42.3408235575, -3.70205869083
AUXILIARES DE ENFERMERÍA;Burgos;2026-09-14;<p>GEROCULTORA</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=391062'>Oficina Virtual</a></p>;;ECYL;1179297562001;Miranda de Ebro;42.679066;-2.9675572;09;1285678581681;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678581681/Empleo;42.679066, -2.9675572
COCINEROS, EN GENERAL;Burgos;2026-09-14;<p>PREPARAR MENÚS DIARIOS Y ALGO DE CARTA</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394193'>Oficina Virtual</a></p>;;ECYL;1182753756884;Estepar;42.267822;-3.8929548;09;1285678581653;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678581653/Empleo;42.267822, -3.8929548
AUXILIARES DE ENFERMERÍA;Burgos;2026-09-14;"<p>Se precisa TÉCNICO ATENCIÓN DIRECTA para Residencia de Personas Mayores de Cortes, dependiente de Gerencia Territorial de Servicios Sociales de Burgos. Contrato temporal a jornada completa horario continuado para cubrir vacaciones.
Oferta dirigida a personas inscritas en los Servicios Públicos de Empleo. 
Nivel formativo: Título de técnico en atención a personas en situación de dependencia o título equivalente de técnico de atención sociosanitaria, o bien título de técnico en cuidados auxiliares de enfermería, o los títulos equivalentes a este segundo de técnico auxiliar clínica, técnico auxiliar psiquiatría y técnico auxiliar de enfermería, o en su caso, cualquier otro título que se publique con los mismos efectos.
No se contestarán candidaturas sin los requisitos pedidos. 
INTERESADOS contactar con nombre completo y DNI/NIE a ecyljuandepadilla.ofertas@jcyl.es con referencia ?OFERTA 18049 TAD?.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=392865'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285678698012;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678698012/Empleo;42.3408235575, -3.70205869083
PELUQUEROS UNISEX;Burgos;2026-09-14;<p>Atención a clientes en labores de peluquería unisex y atención a clientes en labores de estética.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394176'>Oficina Virtual</a></p>;;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285678737583;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678737583/Empleo;42.3408235575, -3.70205869083
AUXILIARES DE ENFERMERÍA;Burgos;2026-09-14;"<p>Se precisa TÉCNICO ATENCIÓN DIRECTA para Residencia de Personas Mayores de Cortes, dependiente de Gerencia Territorial de Servicios Sociales de Burgos. Contrato temporal a jornada completa horario continuado para cubrir vacaciones.
Oferta dirigida a personas inscritas en los Servicios Públicos de Empleo. 
Nivel formativo: Título de técnico en atención a personas en situación de dependencia o título equivalente de técnico de atención sociosanitaria, o bien título de técnico en cuidados auxiliares de enfermería, o los títulos equivalentes a este segundo de técnico auxiliar clínica, técnico auxiliar psiquiatría y técnico auxiliar de enfermería, o en su caso, cualquier otro título que se publique con los mismos efectos.
No se contestarán candidaturas sin los requisitos pedidos. 
INTERESADOS contactar con nombre completo y DNI/NIE a ecyljuandepadilla.ofertas@jcyl.es con referencia ?OFERTA 18939 TAD?.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=393755'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285678698040;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678698040/Empleo;42.3408235575, -3.70205869083
ENFERMEROS DE CUIDADOS GENERALES;León;2026-09-14;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394261'>Oficina Virtual</a></p>;;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285678791546;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678791546/Empleo;42.59873, -5.5670958
AUXILIARES DE ENFERMERÍA HOSPITALARIA, EN GENERAL;León;2026-09-14;"<p>SE NECESITA CUBRIR 5 PUESTOS DE GEROCULTOR/A PARA RESIDENCIA DE MAYORES EN NOCEDA
SE OFRECE CONTRATO LABORAL INDEFINIDO A JORNADA COMPLETA
SE REQUIERE FORMACION EN AUXILIAR ENFERMERIA, TECNICO EN ATENCION A PERSONAS EN SITUACION DE DEPENDENCIA, TECNICO DE ATENCION SOCIOSANITARIA, CERTIFICADO DE PROFESIONALIDAD CORRESPONDIENTE
IMPRESCINDIBLE CARNET DE CONDUCIR
PERSONAS INTERESADAS CONTACTAR CON LA OFICINA DE EMPLEO DE BEMBIBRE ( 987511461) EN HORARIO DE 9:00 A 14:00 INDICANDO OFERTA Nª 19338</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394154'>Oficina Virtual</a></p>";;ECYL;1179297873285;Noceda del Bierzo;42.711914;-6.3985662;24;1285678737977;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678737977/Empleo;42.711914, -6.3985662
MECÁNICOS-AJUSTADORES DE MOTORES DE GASOLINA EN VEHÍCULOS;León;2026-09-14;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394166'>Oficina Virtual</a></p>;;ECYL;1179297888504;Ponferrada;42.549995;-6.598259;24;1285678738005;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678738005/Empleo;42.549995, -6.598259
Auxiliar Administrativo/a para Ayto. de Villanueva de las Manzanas (León);León;2026-09-14;"<p><strong>Convoca:</strong> Ayuntamiento de Villanueva de las Manzanas</p>
<p><strong>Cuerpo:</strong> AUXILIAR ADMINISTRATIVO/A</p>
<p><strong>Plazas: </strong>1+Bolsa</p>
<p><strong>Acceso:</strong> Concurso-oposición</p>
<p><strong>Titulación:</strong> Graduado en ESO o equivalente</p>
<p><strong>Plazo:</strong> 4 de octubre de 2026</p><p><strong>Información obtenida de: </strong>Empleo público. BOCYL 11/09/2026; BOP 14/09/2026</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://bocyl.jcyl.es/boletines/2026/09/11/pdf/BOCYL-D-11092026-177-22.pdf' target='_blank'>Enlace a Convocatoria en Bocyl</a></li><li><a href='https://bop.dipuleon.es/export/sites/bop/.galleries/Documentos-Anuncios-en-PDF/firmado-1789361169197-final-7298f4d8.pdf' target='_blank'>Enlace a Convocatoria en BOP</a></li></ul></p>";;Organismo oficial;1179298021427;Villanueva de las Manzanas;42.471004;-5.481058;24;1285678611633;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678611633/Empleo;42.471004, -5.481058
FONTANEROS;León;2026-09-14;"<p>Oferta 19389: Instalador de contador de agua para Villadangos del Paramo.
Contrato indefinido a jornada completa. 
Se requiere carnet de conducir B.
Interesados llamar a Oficina Empleo Serna al tflno 987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394205'>Oficina Virtual</a></p>";;ECYL;1179298009177;Villadangos del Páramo;42.516865;-5.7671404;24;1285678621408;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678621408/Empleo;42.516865, -5.7671404
CONDUCTORES DE AUTOBÚS INTERURBANO;León;2026-09-14;<p>Realización de transporte escolar en ruta asignada ZONA DE SAHAGÚN-EL BURGO RANERO. Contrato temporal, 10 horas/semana hasta la finalización del curso.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394186'>Oficina Virtual</a></p>;;ECYL;1179297923354;Sahagún;42.37096;-5.029949;24;1285678581830;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678581830/Empleo;42.37096, -5.029949
Industria cárnica;León;2026-09-14;"<p>Se necesita personal para industria cárnica con experiencia previa demostrable como carnicero, charcutero, despiezador o maestro cecinero.</p>
<p>Tfno. 653565093.</p>
Oferta publicada en el Diario de León.";;Internet / Prensa;;;;;;1285678562224;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678562224/Empleo;
DEPENDIENTES DE CARNICERÍA Y/O CHARCUTERÍA;León;2026-09-14;"<p>OFERTA nº 08/2026/19371.
Se busca dependiente para carnicería en Cacabelos. Se ofrece un contrato de 3 meses a 39 horas semanales (de lunes a sábado).
INTERESADOS CONTACTAR O.E. PONFERRADA tfno. 987410859 ? EXT.2</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394187'>Oficina Virtual</a></p>";;ECYL;1179297794667;Cacabelos;42.598667;-6.725914;24;1285678545416;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678545416/Empleo;42.598667, -6.725914
Bolsa de Empleo de Técnico/a Especialista de Oficios de Climatización para Universidad de Valladolid;Otra;2026-09-14;"<p><strong>Convoca: </strong>Universidad de Valladolid</p>
<p><strong>Cuerpo: </strong>TÉCNICO/A ESPECIALISTA DE OFICIOS DE CLIMATIZACIÓN</p>
<p><strong>Plazas: </strong>Bolsa de Empleo</p>
<p><strong>Acceso: </strong>Oposición</p>
<p><strong>Titulación: </strong>Título de Bachiller, Técnico Superior o equivalente</p>
<p><strong>Plazo: </strong>23 de septiembre 2026</p><p><strong>Información obtenida de: </strong>Empleo público. BOCYL 14/09/2026</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://bocyl.jcyl.es/boletines/2026/09/14/pdf/BOCYL-D-14092026-178-11.pdf' target='_blank'>Consulte bases y plazo en BOCYL</a></li></ul></p>";España;Organismo oficial;;;;;;1285678584239;2026-09-14;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285678584239/Empleo;
